"Story","Title","Result","Date","Stability","Duration (s)"
"ingresar a la pagina practice.automationtesting","Acceso a la pagina Principal","SUCCESS","2021-07-08T09:44:09.824-05:00[America/Bogota]","0.0","21.0"
