"Story","Title","Result","Date","Stability","Duration (s)"
"ingresar a la pagina practice.automationtesting","Acceso a la pagina Principal","SUCCESS","2021-06-25T17:51:52.459-05:00[America/Bogota]","0.0","13.36"
